t_stamp,phase,guilty_stage,max_stage_ratio,guilty_feature,feature_score,anomalous_sensors,anomalous_sensor_scores
2019-12-06 10:20:43,neutral,P1,6.365424803805765,LIT101.Pv,0.1674746760666195,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.1674746760666195}"
2019-12-06 10:20:44,neutral,P1,6.580103575600995,LIT101.Pv,0.1731238598329839,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.1731238598329839}"
2019-12-06 10:20:45,neutral,P1,6.78950888855053,LIT101.Pv,0.1786342424395084,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.1786342424395084}"
2019-12-06 10:20:46,neutral,P1,7.026662348049899,LIT101.Pv,0.1848748427873046,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.1848748427873046}"
2019-12-06 10:20:47,neutral,P1,7.251984441965594,LIT101.Pv,0.190804072441523,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.190804072441523}"
2019-12-06 10:20:48,neutral,P1,7.499257905172444,LIT101.Pv,0.197310956869415,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.197310956869415}"
2019-12-06 10:20:49,neutral,P1,7.734471515623966,LIT101.Pv,0.2035004624986384,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2035004624986384}"
2019-12-06 10:20:50,neutral,P1,7.994429986303205,LIT101.Pv,0.2103412026261589,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2103412026261589}"
2019-12-06 10:20:51,neutral,P1,8.278645913293952,LIT101.Pv,0.217820186157022,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.217820186157022}"
2019-12-06 10:20:52,neutral,P1,8.57513048010377,LIT101.Pv,0.2256220413573835,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2256220413573835}"
2019-12-06 10:20:53,neutral,P1,8.856050192424048,LIT101.Pv,0.2330142817390537,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2330142817390537}"
2019-12-06 10:20:54,neutral,P1,9.171106290076281,LIT101.Pv,0.241304847482529,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.241304847482529}"
2019-12-06 10:20:55,neutral,P1,9.474093332045982,LIT101.Pv,0.2492778052963927,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2492778052963927}"
2019-12-06 10:20:56,neutral,P1,9.769750505316924,LIT101.Pv,0.2570578989443898,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2570578989443898}"
2019-12-06 10:20:57,neutral,P1,10.05311126885563,LIT101.Pv,0.2645144216904966,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2645144216904966}"
2019-12-06 10:20:58,neutral,P1,10.384269582159861,LIT101.Pv,0.2732287071795468,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2732287071795468}"
2019-12-06 10:20:59,neutral,P1,10.683350847479767,LIT101.Pv,0.2810988354799804,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2810988354799804}"
2019-12-06 10:21:00,neutral,P1,10.992589556433146,LIT101.Pv,0.2892363224531085,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.2892363224531085}"
2019-12-06 10:21:01,neutral,P1,11.301354645364938,LIT101.Pv,0.297361305695783,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.297361305695783}"
2019-12-06 10:21:02,neutral,P1,11.620056970131474,LIT101.Pv,0.3057478417258777,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3057478417258777}"
2019-12-06 10:21:03,neutral,P1,11.920977224118774,LIT101.Pv,0.3136664137727622,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3136664137727622}"
2019-12-06 10:21:04,neutral,P1,12.225818045426385,LIT101.Pv,0.3216881326102804,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3216881326102804}"
2019-12-06 10:21:05,neutral,P1,12.578682558785598,LIT101.Pv,0.3309735786419331,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3309735786419331}"
2019-12-06 10:21:06,neutral,P1,12.919124148737035,LIT101.Pv,0.339932111773807,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.339932111773807}"
2019-12-06 10:21:07,neutral,P1,13.23727631474028,LIT101.Pv,0.3483041477233105,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3483041477233105}"
2019-12-06 10:21:08,neutral,P1,13.584370784105545,LIT101.Pv,0.3574377318598384,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3574377318598384}"
2019-12-06 10:21:09,neutral,P1,13.937589426707786,LIT101.Pv,0.3667325110431626,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3667325110431626}"
2019-12-06 10:21:10,neutral,P1,14.291197306340809,LIT101.Pv,0.3760374938351453,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3760374938351453}"
2019-12-06 10:21:11,neutral,P1,14.678976147588143,LIT101.Pv,0.3862417232484977,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.3862417232484977}"
2019-12-06 10:21:12,neutral,P1,15.043283023912144,LIT101.Pv,0.395828311456609,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.395828311456609}"
2019-12-06 10:21:13,neutral,P1,15.410286754726306,LIT101.Pv,0.4054858080008863,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4054858080008863}"
2019-12-06 10:21:14,neutral,P1,15.766918641718492,LIT101.Pv,0.4148704141134877,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4148704141134877}"
2019-12-06 10:21:15,neutral,P1,16.14366885890482,LIT101.Pv,0.424784431797681,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.424784431797681}"
2019-12-06 10:21:16,neutral,P1,16.506710056806817,LIT101.Pv,0.4343376538300508,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4343376538300508}"
2019-12-06 10:21:17,neutral,P1,16.863744020192467,LIT101.Pv,0.4437328245204543,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4437328245204543}"
2019-12-06 10:21:18,neutral,P1,17.261098244138974,LIT101.Pv,0.4541889927679204,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4541889927679204}"
2019-12-06 10:21:19,neutral,P1,17.644690787006375,LIT101.Pv,0.4642830601360735,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4642830601360735}"
2019-12-06 10:21:20,neutral,P1,18.031267856052597,LIT101.Pv,0.4744556252485324,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4744556252485324}"
2019-12-06 10:21:21,neutral,P1,18.435037781537584,LIT101.Pv,0.4850806231827018,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4850806231827018}"
2019-12-06 10:21:22,neutral,P1,18.8458433903825,LIT101.Pv,0.4958907748255731,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.4958907748255731}"
2019-12-06 10:21:23,neutral,P1,19.293297104342948,LIT101.Pv,0.5076652503434228,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5076652503434228}"
2019-12-06 10:21:24,neutral,P1,19.726823676100285,LIT101.Pv,0.5190732878119777,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5190732878119777}"
2019-12-06 10:21:25,neutral,P1,20.176178802253656,LIT101.Pv,0.5308978394285595,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5308978394285595}"
2019-12-06 10:21:26,neutral,P1,20.62809400999188,LIT101.Pv,0.5427897587832804,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5427897587832804}"
2019-12-06 10:21:27,neutral,P1,21.078106796276664,LIT101.Pv,0.5546316135843564,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5546316135843564}"
2019-12-06 10:21:28,neutral,P1,21.516845700051046,LIT101.Pv,0.5661768116810991,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5661768116810991}"
2019-12-06 10:21:29,neutral,P1,21.96738072752489,LIT101.Pv,0.5780324064259629,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5780324064259629}"
2019-12-06 10:21:30,neutral,P1,22.45586623802663,LIT101.Pv,0.5908866599661243,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.5908866599661243}"
2019-12-06 10:21:31,neutral,P1,22.90793250980802,LIT101.Pv,0.602782508712948,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.602782508712948}"
2019-12-06 10:21:32,neutral,P1,23.38740609553431,LIT101.Pv,0.6153996233642456,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.6153996233642456}"
2019-12-06 10:21:33,neutral,P1,23.869150888267374,LIT101.Pv,0.6280765133371914,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.6280765133371914}"
2019-12-06 10:21:34,neutral,P1,24.37369866767884,LIT101.Pv,0.6413534149374389,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.6413534149374389}"
2019-12-06 10:21:35,neutral,P1,24.897768982746197,LIT101.Pv,0.655144074986689,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.655144074986689}"
2019-12-06 10:21:36,neutral,P1,25.395838591992998,LIT101.Pv,0.6682505475144169,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.6682505475144169}"
2019-12-06 10:21:37,neutral,P1,25.929562276200386,LIT101.Pv,0.6822951861678273,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.6822951861678273}"
2019-12-06 10:21:38,neutral,P1,26.479911228920372,LIT101.Pv,0.6967773332564555,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.6967773332564555}"
2019-12-06 10:21:39,neutral,P1,27.017790401170437,LIT101.Pv,0.7109313360118482,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.7109313360118482}"
2019-12-06 10:21:40,neutral,P1,27.57622959023273,LIT101.Pv,0.7256264021800568,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.7256264021800568}"
2019-12-06 10:21:41,neutral,P1,28.116265760556754,LIT101.Pv,0.739837200219581,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.739837200219581}"
2019-12-06 10:21:42,neutral,P1,28.698448694906222,LIT101.Pv,0.7551570413883517,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.7551570413883517}"
2019-12-06 10:21:43,neutral,P1,29.282269070880847,LIT101.Pv,0.7705199737942225,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.7705199737942225}"
2019-12-06 10:21:44,neutral,P1,29.87782390656294,LIT101.Pv,0.7861916852840858,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.7861916852840858}"
2019-12-06 10:21:45,neutral,P1,30.44560923992535,LIT101.Pv,0.8011326573386643,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.8011326573386643}"
2019-12-06 10:21:46,neutral,P1,31.0214157986729,LIT101.Pv,0.816284747148686,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.816284747148686}"
2019-12-06 10:21:47,neutral,P1,31.6200263936634,LIT101.Pv,0.8320368960762801,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.8320368960762801}"
2019-12-06 10:21:48,neutral,P1,32.20229094639306,LIT101.Pv,0.8473588320548201,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.8473588320548201}"
2019-12-06 10:21:49,neutral,P1,32.84638324447807,LIT101.Pv,0.8643077942529513,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.8643077942529513}"
2019-12-06 10:21:50,neutral,P1,33.456527624641105,LIT101.Pv,0.8803634344966547,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.8803634344966547}"
2019-12-06 10:21:51,neutral,P1,34.05216298456049,LIT101.Pv,0.8960372523499763,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.8960372523499763}"
2019-12-06 10:21:52,neutral,P1,34.62928898951788,LIT101.Pv,0.9112240431067088,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.9112240431067088}"
2019-12-06 10:21:53,neutral,P1,35.1951896242259,LIT101.Pv,0.9261154494073736,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.9261154494073736}"
2019-12-06 10:21:54,neutral,P1,35.75119940392332,LIT101.Pv,0.9407465771449828,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.9407465771449828}"
2019-12-06 10:21:55,neutral,P1,36.287673631305175,LIT101.Pv,0.95486360839149,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.95486360839149}"
2019-12-06 10:21:56,neutral,P1,36.85852670915975,LIT101.Pv,0.9698853107468584,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.9698853107468584}"
2019-12-06 10:21:57,neutral,P1,37.421526085748845,LIT101.Pv,0.984700313566313,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.984700313566313}"
2019-12-06 10:21:58,neutral,P1,37.94936167017474,LIT101.Pv,0.9985900354393148,"[""LIT101.Pv""]","{""LIT101.Pv"": 0.9985900354393148}"
2019-12-06 10:21:59,neutral,P1,38.473071268016625,LIT101.Pv,1.012371184375256,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.012371184375256}"
2019-12-06 10:22:00,neutral,P1,39.01301987755068,LIT101.Pv,1.0265796564809786,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.0265796564809786}"
2019-12-06 10:22:01,neutral,P1,39.544212466739154,LIT101.Pv,1.040557708851929,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.040557708851929}"
2019-12-06 10:22:02,neutral,P1,40.14880512465432,LIT101.Pv,1.056467198859753,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.056467198859753}"
2019-12-06 10:22:03,neutral,P1,40.72698546522376,LIT101.Pv,1.07168176685242,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.07168176685242}"
2019-12-06 10:22:04,neutral,P1,41.34287705182451,LIT101.Pv,1.0878886781979544,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.0878886781979544}"
2019-12-06 10:22:05,neutral,P1,41.96214398644689,LIT101.Pv,1.1041843343185311,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.1041843343185311}"
2019-12-06 10:22:06,neutral,P1,42.596987632605725,LIT101.Pv,1.1208898833909342,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.1208898833909342}"
2019-12-06 10:22:07,neutral,P1,43.25023526489311,LIT101.Pv,1.1380796960077688,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.1380796960077688}"
2019-12-06 10:22:08,neutral,P1,43.909197666551684,LIT101.Pv,1.1554199723461342,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.1554199723461342}"
2019-12-06 10:22:09,neutral,P1,44.5679761489424,LIT101.Pv,1.1727553852930952,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.1727553852930952}"
2019-12-06 10:22:10,neutral,P1,45.206310539751776,LIT101.Pv,1.1895528444419738,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.1895528444419738}"
2019-12-06 10:22:11,neutral,P1,45.85656525447351,LIT101.Pv,1.2066625057678533,"[""LIT101.Pv""]","{""LIT101.Pv"": 1.2066625057678533}"
2019-12-06 10:22:12,neutral,P1,46.510722437578266,LIT101.Pv,1.2236324526869262,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.2236324526869262, ""FIT101.Pv"": 0.0002730892308514}"
2019-12-06 10:22:13,neutral,P1,47.28369884497415,LIT101.Pv,1.242026783409827,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.242026783409827, ""FIT101.Pv"": 0.002219231826833}"
2019-12-06 10:22:14,neutral,P1,48.24979092219752,LIT101.Pv,1.26041839843534,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.26041839843534, ""FIT101.Pv"": 0.0092498288278788}"
2019-12-06 10:22:15,neutral,P1,49.76975759032334,LIT101.Pv,1.2795695948703707,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.2795695948703707, ""FIT101.Pv"": 0.0300957670567136}"
2019-12-06 10:22:16,neutral,P1,52.26618030798521,LIT101.Pv,1.299092160298165,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.299092160298165, ""FIT101.Pv"": 0.0762652708763153}"
2019-12-06 10:22:17,neutral,P1,56.373381251135186,LIT101.Pv,1.3202938623682965,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.3202938623682965, ""FIT101.Pv"": 0.1631424317573594}"
2019-12-06 10:22:18,neutral,P1,62.33214792525333,LIT101.Pv,1.3413969499910998,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.3413969499910998, ""FIT101.Pv"": 0.2988411991312399}"
2019-12-06 10:22:19,neutral,P1,70.28494846417276,LIT101.Pv,1.3642540465647082,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.3642540465647082, ""FIT101.Pv"": 0.4852579246620593}"
2019-12-06 10:22:20,neutral,P1,79.95409272117763,LIT101.Pv,1.3885718468133308,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.3885718468133308, ""FIT101.Pv"": 0.7153786414163323}"
2019-12-06 10:22:21,neutral,P1,90.74385147007102,LIT101.Pv,1.4128524449547333,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.4128524449547333, ""FIT101.Pv"": 0.975024949515736}"
2019-12-06 10:22:22,neutral,P1,102.43294962487613,LIT101.Pv,1.4373297071058937,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.4373297071058937, ""FIT101.Pv"": 1.2581402437022526}"
2019-12-06 10:22:23,neutral,P1,114.65620774574067,FIT101.Pv,1.5547891944068684,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.4623294552469142, ""FIT101.Pv"": 1.5547891944068684}"
2019-12-06 10:22:24,neutral,P1,127.17866726511426,FIT101.Pv,1.859502048226745,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.4871386299178158, ""FIT101.Pv"": 1.859502048226745}"
2019-12-06 10:22:25,neutral,P1,140.02905352936335,FIT101.Pv,2.1712838727156227,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.513508056158413, ""FIT101.Pv"": 2.1712838727156227}"
2019-12-06 10:22:26,neutral,P1,153.14360264463934,FIT101.Pv,2.487522967633536,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.5423715204080353, ""FIT101.Pv"": 2.487522967633536}"
2019-12-06 10:22:27,neutral,P1,166.2474443814288,FIT101.Pv,2.803754293588974,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.570960994507776, ""FIT101.Pv"": 2.803754293588974}"
2019-12-06 10:22:28,neutral,P1,179.38246324880689,FIT101.Pv,3.119963065273529,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.6003934329023413, ""FIT101.Pv"": 3.119963065273529}"
2019-12-06 10:22:29,neutral,P1,192.67806360331872,FIT101.Pv,3.4372439595491366,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.632979367267168, ""FIT101.Pv"": 3.4372439595491366}"
2019-12-06 10:22:30,neutral,P1,206.04547011700905,FIT101.Pv,3.754550226048452,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.6674294712506073, ""FIT101.Pv"": 3.754550226048452}"
2019-12-06 10:22:31,neutral,P1,219.48845395445144,FIT101.Pv,4.071813076277511,"[""LIT101.Pv"", ""FIT101.Pv""]","{""LIT101.Pv"": 1.7039117695867694, ""FIT101.Pv"": 4.071813076277511}"
